"ID","ItemType","Name","Script","Level","Race","Female","Class","Faction","Rank","Autocalc","Respawn","Animation","Disposition","Blood","Hair","Head","Persist","Blocked","Strength","Agility","Speed","Endurance","Personality","Intelligence","Willpower","Luck","Gold","Health","SpellPts","Magic"
"amili llaram","NPC","Amili Llaram","","3","Dark Elf","Yes","Noble","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_11","b_n_dark elf_f_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"amring","NPC","Amring","","4","Wood Elf","No","Acrobat","","0","No","No","","50","Default (Red)","b_n_wood elf_m_hair_04","b_n_wood elf_m_head_01","Yes","Yes","32","43","43","61","31","41","51","40","0","0","187","20"
"an-zaw","NPC","An-Zaw","","9","Argonian","No","Nightblade","Mages Guild","1","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair03","b_n_argonian_m_head_03","No","Yes","48","68","75","35","41","49","62","40","0","69","213","98"
"An_Deesei","NPC","An-Deesei","","9","Argonian","Yes","Monk","Twin Lamps","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_f_hair05","b_n_argonian_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"anarenen","NPC","Anarenen","","7","High Elf","No","Alchemist Service","Mages Guild","0","No","No","","50","Default (Red)","b_n_high elf_m_hair_05","b_n_high elf_m_head_04","No","Yes","39","48","50","44","46","82","47","50","400","71","178","41"
"anas ulven","NPC","Anas Ulven","","9","Dark Elf","No","Thief Service","Camonna Tong","2","No","No","","50","Default (Red)","b_n_dark elf_m_hair_18","b_n_dark elf_m_head_15","No","Yes","54","72","78","45","40","53","36","40","100","81","207","106"
"anasour selitbael","NPC","Anasour Selitbael","","10","Dark Elf","No","Archer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_17","b_n_dark elf_m_head_12","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ancola","NPC","Ancola","","11","Redguard","Yes","Trader Service","Telvanni","0","Yes","No","","50","Default (Red)","b_n_redguard_f_hair_03","b_n_redguard_f_head_02","No","No","0","0","0","0","0","0","0","0","800","0","0","0"
"andalin hardil","NPC","Andalin Hardil","","18","Dark Elf","Yes","Warrior","Temple","3","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_02","b_n_dark elf_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"anden thilarvel","NPC","Anden Thilarvel","nohello","5","Dark Elf","No","Monk","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_11","b_n_dark elf_m_head_13","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"andil","NPC","Andil","","10","High Elf","No","Apothecary Service","Telvanni","3","No","No","","50","Default (Red)","b_n_high elf_m_hair_03","b_n_high elf_m_head_02","No","Yes","46","63","37","45","55","84","57","40","400","72","211","168"
"andilo thelas","NPC","Andilo Thelas","","7","Dark Elf","Yes","Savant","Hlaalu","1","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_05","b_n_dark elf_f_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"andilu drothan","NPC","Andilu Drothan","","8","Dark Elf","Yes","Alchemist Service","Hlaalu","0","No","No","","50","Default (Red)","b_n_dark elf_f_hair_14","b_n_dark elf_f_head_01","No","Yes","49","48","60","34","46","72","47","50","200","62","178","144"
"andre maul","NPC","Andre Maul","","22","Breton","No","Savant","","0","Yes","No","","50","Default (Red)","b_n_breton_m_hair_02","b_n_breton_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"andrelheim","NPC","Andrelheim","ThirskCorpse","20","Nord","No","Barbarian","","0","No","No","","50","Default (Red)","b_n_nord_m_hair03","B_N_Nord_M_Head_08","Yes","No","120","72","86","67","41","45","65","40","0","178","70","90"
"andril othran","NPC","Andril Othran","","6","Dark Elf","No","Thief","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_06","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"anel rethelas","NPC","Anel Rethelas","","13","Dark Elf","No","Crusader","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_06","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"anes hlaren","NPC","Anes Hlaren","avSlavehunter","17","Dark Elf","No","Nightblade","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_02","b_n_dark elf_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"anes vendu","NPC","Anes Vendu","","2","Dark Elf","No","Commoner","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_26","b_n_dark elf_m_head_01","Yes","No","41","41","54","51","42","41","31","40","0","0","164","82"
"Angahran","NPC","Angahran","","10","Dark Elf","Yes","Assassin","Morag Tong","2","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_11","b_n_dark elf_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"angaredhel","NPC","Angaredhel","","16","Dark Elf","No","Mage","Telvanni","3","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_11","b_n_dark elf_m_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"anglalos","NPC","Anglalos","","2","Wood Elf","No","Pauper","","0","Yes","No","","50","Default (Red)","b_n_wood elf_m_hair_04","b_n_wood elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"angoril","NPC","Angoril","","7","High Elf","No","Master-at-Arms","Imperial Legion","7","No","No","","50","Default (Red)","b_n_high elf_m_hair_02","b_n_high elf_m_head_04","No","Yes","60","48","41","62","44","55","45","40","0","97","215","110"
"anirne","NPC","Anirne","","15","High Elf","Yes","Sorcerer","","0","Yes","No","","20","Default (Red)","b_n_high elf_f_hair_03","b_n_high elf_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"anis seloth","NPC","Anis Seloth","","20","Dark Elf","Yes","Alchemist Service","Telvanni","1","No","No","","50","Default (Red)","b_n_dark elf_f_hair_22","b_n_dark elf_f_head_03","No","Yes","65","61","77","41","57","100","76","50","800","110","243","200"
"anise romoran","NPC","Anise Romoran","","17","Dark Elf","Yes","Warrior","Redoran","3","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_11","b_n_dark elf_f_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"anit eramarellaku","NPC","Anit Eramarellaku","","9","Dark Elf","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_01","b_n_dark elf_m_head_11","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"anja swift-sailer","NPC","Anja Swift-Sailer","","9","Nord","Yes","Commoner","","0","Yes","No","","50","Default (Red)","b_n_nord_f_hair_01","b_n_nord_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"anjari","NPC","Anjari","slaveScript","1","Khajiit","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair03","b_n_khajiit_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ano andaram","NPC","Ano Andaram","","3","Dark Elf","No","Shipmaster","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_15","b_n_dark elf_m_head_15","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ano dran","NPC","Ano Dran","Vampire_Aundae","5","Dark Elf","No","Acrobat","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_14","B_V_Dark Elf_M_Head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ano vando","NPC","Ano Vando","anoScript","20","Dark Elf","No","Witchhunter","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_14","b_n_dark elf_m_head_10","No","Yes","65","100","71","51","41","100","51","40","0","154","267","200"
"anora","NPC","Anora","","15","Redguard","Yes","Spellsword","Telvanni","5","Yes","No","","50","Default (Red)","b_n_redguard_f_hair_04","b_n_redguard_f_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Anrel","NPC","Anrel","","12","Wood Elf","Yes","Warrior","Hlaalu","1","Yes","No","","50","Default (Red)","b_n_wood elf_f_hair_05","b_n_wood elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"anruin","NPC","Anruin","","13","Wood Elf","No","Smith","Telvanni","1","No","No","","50","Default (Red)","b_n_wood elf_m_hair_03","b_n_wood elf_m_head_05","No","Yes","78","73","79","54","47","50","40","40","800","138","245","100"
"ansu senatbael","NPC","Ansu Senatbael","","7","Dark Elf","Yes","Mabrigash","","0","No","No","","50","Default (Red)","b_n_dark elf_f_hair_04","b_n_dark elf_f_head_09","No","No","53","43","50","54","36","46","84","40","0","90","234","92"
"antonius nuncius","NPC","Antonius Nuncius","nunciuskeyScript","45","Imperial","No","Priest","","0","No","No","","50","Default (Red)","B_N_Imperial_M_Hair_06","b_n_imperial_m_head_03","No","No","100","78","100","66","100","100","100","40","0","215","344","200"
"antu assarrimisun","NPC","Antu Assarrimisun","","8","Dark Elf","Yes","Wise Woman","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_17","b_n_dark elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"apelles matius","NPC","Apelles Matius","","35","Imperial","No","Guard","","0","Yes","No","","50","Default (Red)","B_N_Imperial_M_Hair_08","b_n_imperial_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Apronia Alfena","NPC","Apronia Alfena","ColonyApronia","30","Imperial","Yes","Commoner","East Empire Company","0","Yes","No","","50","Default (Red)","B_N_Imperial_F_Hair_06","b_n_imperial_f_head_03","Yes","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Arabhi","NPC","Arabhi","slaveScript","4","Khajiit","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair04","b_n_khajiit_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"aralosea romori","NPC","Aralosea Romori","","16","Dark Elf","Yes","Battlemage","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_15","b_n_dark elf_f_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arangaer","NPC","Arangaer","","12","Wood Elf","Yes","Alchemist Service","","0","No","No","","50","Default (Red)","b_n_wood elf_f_hair_03","b_n_wood elf_f_head_01","No","Yes","44","62","65","37","50","85","56","50","500","73","199","170"
"arannir","NPC","Arannir","","6","Wood Elf","No","Acrobat","Telvanni","0","Yes","No","","50","Default (Red)","b_n_wood elf_m_hair_02","b_n_wood elf_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arantamo","NPC","Crazy-Legs Arantamo","nolore","16","Dark Elf","No","Savant Service","Thieves Guild","7","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_24","b_n_dark elf_m_head_03","No","Yes","0","0","0","0","0","0","0","0","300","0","0","0"
"aranwen","NPC","Aranwen","","8","Wood Elf","Yes","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_wood elf_f_hair_02","b_n_wood elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arara uvulas","NPC","Arara Uvulas","araraUvulasScript","13","Dark Elf","Yes","Sorcerer","Telvanni","4","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_21","b_n_dark elf_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Aras Girendas","NPC","Aras Girendas","","5","Dark Elf","No","Knight","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_04","b_n_dark elf_m_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arathor","NPC","Arathor","","7","Wood Elf","No","Scout","Thieves Guild","1","No","No","","50","Default (Red)","b_n_wood elf_m_hair_05","b_n_wood elf_m_head_05","No","Yes","41","68","71","48","44","47","37","40","0","80","194","94"
"aravi","NPC","Aravi","slaveScript","1","Khajiit","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair02","b_n_khajiit_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arbene gernis","NPC","Arbene Gernis","","5","Breton","Yes","Healer","Telvanni","0","Yes","No","","50","Default (Red)","b_n_breton_f_hair_04","b_n_breton_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ardarume","NPC","Ardarume","","25","High Elf","Yes","Mage","","0","No","No","","50","Default (Red)","b_n_high elf_f_hair_04","b_n_high elf_f_head_04","No","Yes","54","59","74","44","74","100","100","40","0","121","257","200"
"ardhil","NPC","Ardhil","","9","Wood Elf","Yes","Witch","","0","Yes","No","","50","Default (Red)","b_n_wood elf_f_hair_04","b_n_wood elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"areas","NPC","Areas","Vampire_Quarra","13","Nord","No","Barbarian","Clan Quarra","4","No","No","","50","Default (Red)","b_n_nord_m_hair00","B_V_Nord_M_Head_01","No","No","98","56","69","67","37","40","53","40","300","162","274","80"
"aredhel","NPC","Aredhel","","13","Wood Elf","Yes","Enforcer","Telvanni","3","Yes","No","","50","Default (Red)","b_n_wood elf_f_hair_03","b_n_wood elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arelvam sadrano","NPC","Arelvam Sadrano","","15","Dark Elf","No","Knight","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_21","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"aren maren","NPC","Aren Maren","","4","Dark Elf","No","Gondolier","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_02","b_n_dark elf_m_head_12","No","No","53","47","58","42","47","43","33","40","0","59","175","86"
"arenara","NPC","Arenara","Vampire_Berne","12","Imperial","Yes","Smith","Clan Berne","2","No","No","","50","Default (Red)","b_n_imperial_f_hair_04","B_V_Imperial_F_Head_01","No","No","85","51","56","63","57","49","49","40","990","143","248","98"
"arethan mandas","NPC","Arethan Mandas","arethanMandasScript","19","Dark Elf","No","Knight","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_26","b_n_dark elf_m_head_01","No","Yes","0","0","0","0","0","0","0","0","0","0","0","0"
"argonian slave female","NPC","Ereel-Lei","slaveScript","3","Argonian","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_f_hair03","b_n_argonian_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"argonian slave male","NPC","Milos","slaveScript","3","Argonian","No","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair02","b_n_argonian_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arielle phiencel","NPC","Arielle Phiencel","","7","Breton","Yes","Nightblade Service","Mages Guild","1","No","No","","50","Default (Red)","b_n_breton_f_hair_02","b_n_breton_f_head_03","No","Yes","36","43","61","34","48","57","76","40","0","53","189","114"
"Ariulcabor Leontiulonus","NPC","Ariulcabor Leontiulonus","","15","Imperial","No","Assassin","","0","Yes","No","","50","Default (Red)","b_n_imperial_m_hair_00","b_n_imperial_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arius rulician","NPC","Arius Rulician","talosTraitorScript","4","Imperial","No","Warrior","Talos Cult","0","No","No","","30","Default (Red)","b_n_imperial_m_hair_02","b_n_imperial_m_head_03","No","Yes","58","36","45","58","52","42","32","40","0","76","184","84"
"arkming the flayer","NPC","Arkming the Flayer","","8","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair00","b_n_nord_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arlowe","NPC","Arlowe","Sound_Flies","7","Imperial","No","Pauper","","0","No","No","","50","Default (Red)","b_n_imperial_m_hair_05","B_N_Imperial_M_Head_07","Yes","No","50","41","58","44","63","45","45","50","0","0","180","90"
"armion","NPC","Armion","armionScript","45","High Elf","No","Warrior","","0","Yes","No","","50","Default (Red)","b_n_high elf_m_hair_02","b_n_high elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arnand liric","NPC","Arnand Liric","","15","Breton","No","Healer Service","Imperial Legion","3","No","No","","50","Default (Red)","b_n_breton_m_hair_03","b_n_breton_m_head_06","No","Yes","60","66","68","39","66","66","88","40","250","107","253","33"
"arnas therethi","NPC","Hand Arnas Therethi","nohello","50","Dark Elf","No","Warrior","Hands of Almalexia","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_11","b_n_dark elf_m_head_04","No","No","100","100","100","100","59","79","69","40","0","394","369","158"
"arns saren","NPC","Arns Saren","","10","Dark Elf","Yes","Noble","Redoran","5","No","No","","50","Default (Red)","b_n_dark elf_f_hair_07","b_n_dark elf_f_head_09","No","No","100","68","40","72","85","50","85","40","0","266","325","25"
"arns uvalas","NPC","Arns Uvalas","","7","Dark Elf","No","Monk","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_11","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Arnsa Thendas","NPC","Arnsa Thendas","ThendasTravel","20","Dark Elf","Yes","Noble","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_24","b_n_dark elf_f_head_10","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arnsi nerandas","NPC","Arnsi Nerandas","","8","Dark Elf","Yes","Archer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_02","b_n_dark elf_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arnskar","NPC","Arnskar","","12","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair02","b_n_nord_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"aroa nethalen","NPC","Aroa Nethalen","","18","Dark Elf","No","Ordinator","Temple","5","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_12","b_n_dark elf_m_head_10","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"aron andaren","NPC","Aron Andaren","","3","Dark Elf","No","Commoner","Telvanni","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_24","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"arrille","NPC","Arrille","nolore","15","High Elf","No","Trader Service","","0","No","No","","50","Default (Red)","b_n_high elf_m_hair_01","b_n_high elf_m_head_03","No","Yes","66","56","56","54","83","84","54","40","800","141","230","42"
"arrinis cerunia","NPC","Arrinis Cerunia","","10","Imperial","No","Agent","","0","No","No","","50","Default (Red)","b_n_imperial_m_hair_03","b_n_imperial_m_head_03","No","Yes","56","64","57","45","78","50","37","40","0","86","202","100"
"arsyn salas","NPC","Arsyn Salas","","7","Dark Elf","No","Assassin","Morag Tong","2","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_02","b_n_dark elf_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"artisa arelas","NPC","Artisa Arelas","","2","Dark Elf","Yes","Pilgrim","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_13","b_n_dark elf_f_head_09","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
