"ID","ItemType","Name","Model","Inventory","Script"
"Inviso_wall_1","Activator","","EditorMarker_box_01.NIF","",""
"Inviso_wall_10","Activator","","EditorMarker_box_01.NIF","",""
"Inviso_wall_2","Activator","","EditorMarker_box_01.NIF","",""
"Inviso_wall_3","Activator","","EditorMarker_box_01.NIF","",""
"Inviso_wall_4","Activator","","EditorMarker_box_01.NIF","",""
"Inviso_wall_5","Activator","","EditorMarker_box_01.NIF","",""
"Inviso_wall_6","Activator","","EditorMarker_box_01.NIF","",""
"Inviso_wall_7","Activator","","EditorMarker_box_01.NIF","",""
"Inviso_wall_8","Activator","","EditorMarker_box_01.NIF","",""
"Inviso_wall_9","Activator","","EditorMarker_box_01.NIF","",""
"lucan_scriptholder","Activator","Lucan Scriptholder","f\Furn_banner_hlaalu_01.nif","","lucan_ostorius"
"Misc_Com_Bottle_11_float","Activator","","m\Misc_Com_Bottle_11.NIF","","Float"
"misc_dwrv_prox_mine","Activator","Strange Device","m\misc_dwrv_artifact50.nif","","proximityMine"
"misc_skull00_shishi","Activator","A Breton Skull","m\misc_skull00.nif","","Shishi_door"
"prox_proj_mine","Activator","Proximity Projectile Mine","m\misc_dwrv_artifact00.nif","","projectileMine"
"puzzle canal bridge a","Activator","","i\In_V_L_int_bridge_02.nif","",""
"puzzle canal bridge b","Activator","","i\In_V_L_int_bridge_02.nif","",""
"puzzle canal daedric triolith","Activator",""Doug Insert Message Here"","f\Furn_shrine_vivec_01.NIF","",""
"Puzzle Canal Force Field","Activator","","x\Ex_GG_fence_s_01.NIF","",""
"puzzle canal message","Activator","Puzzle Canal","f\Furn_shrine_vivec_01.NIF","","shrinePuzzleCanal_m"
"puzzle canal stairs","Activator","","i\In_V_L_int_stairs_03.nif","","puzzlecanal"
"Script_IgnBBot2","Activator","Script_IgnBBot2","EditorMarker.NIF","","IgnatiusBBot2Script"
"Script_PlayScript","Activator","Script_PlayScript","EditorMarker.NIF","","playScript"
"Script_Taren_Enable","Activator","Script_Taren_Enable","EditorMarker.NIF","","tarenEnableScript"
"Shrine Cleanse","Activator","","In_OM_shrineFX.NIF","",""
"shrine_trigger","Activator","","x\Ex_T_rock_coastal_01.nif","","trigger_spells"
"Sotha Alma Appear Effect","Activator","","Amalexia_summon.NIF","",""
"Sound_Ashl_Chimes","Activator","Sound_Ashl_Chimes","EditorMarker.NIF","","Sound_chimes_wood"
"Sound_BM_Ice","Activator","Sound_BM_Ice","EditorMarker.NIF","","Sound_BM_IceSheet"
"Sound_Boat_Creak00","Activator","Sound_Boat_Creak","EditorMarker.NIF","","Sound_Boat_Creak"
"Sound_Boat_Hull00","Activator","Boat Hull","EditorMarker.NIF","","Sound_Boat_Hull"
"Sound_Bubbles00","Activator","Sound_Bubbles","EditorMarker.NIF","","Sound_Bubbles"
"Sound_Cave_Drip00","Activator","Sound_Cave_Drip00","EditorMarker.NIF","","Sound_Cave_Drip"
"Sound_Cave_Oldwood00","Activator","Sound_Cave_Oldwood00","EditorMarker.NIF","","Sound_Creeky_Wood"
"Sound_Cave_Wind00","Activator","Sound_Cave_Wind00","EditorMarker.NIF","","Sound_Cave_Wind"
"Sound_Crystal_Chime","Activator","Sound_Crystal_Chime","EditorMarker.NIF","","Sound_Crystal_Ringing"
"Sound_Daedric_Chant00","Activator","","EditorMarker.NIF","","Sound_Daedric_Chant"
"Sound_Dwemer_Ruin00","Activator","Sound_Dwemer_Ruin00","EditorMarker.NIF","","Sound_Dwemer_Ambient"
"Sound_Flies00","Activator","Sound_Flies00","EditorMarker.NIF","","Sound_Flies"
"Sound_Generator","Activator","Sound_Generator","EditorMarker.NIF","","Sound_Power_light"
"Sound_Haunted00","Activator","Sound_Haunted00","EditorMarker.NIF","","Sound_Haunted"
"Sound_Lave_Vat","Activator","Sound_Lave_Vat","EditorMarker.NIF","","Sound_Lava_Vat"
"Sound_MournEnv1","Activator","Sound_MournEnv1","EditorMarker.NIF","","Sound_MournEnv"
"Sound_MournSpray","Activator","Sound_MournSpray","EditorMarker.NIF","","Sound_MournFount"
"Sound_pipebreak","Activator","Sound_Waterfall00","EditorMarker.NIF","","Sound_Water_Spout"
"Sound_Power_Hum","Activator","Sound_Power_Hum","EditorMarker.NIF","","Sound_Power_Thrum"
"Sound_rock_crumbling_00","Activator","Sound_Cave_Wind00","EditorMarker.NIF","",""
"Sound_Rocks00","Activator","Sound_Rocks","EditorMarker.NIF","","Sound_Rock_Crumble"
"Sound_Sotha_Amb","Activator","Sound_Sotha_Amb","EditorMarker.NIF","","Sound_SothaAmbient"
"Sound_Sotha_Gears","Activator","","EditorMarker.NIF","","Sound_SothaGears"
"Sound_Sotha_Lab","Activator","Sound_Sotha_Lab","EditorMarker.NIF","","Sound_SothaLab"
"Sound_Sotha_Roll","Activator","Sound_Sotha_Roll","EditorMarker.NIF","","Sound_SothaRoll"
"Sound_Sotha_Sparks","Activator","","EditorMarker.NIF","","Sound_Dwemer_Ambient"
"Sound_Spirit_Whisper00","Activator","Sound_Spirit_Whisper00","EditorMarker.NIF","","Sound_Spirit_Whisper"
"Sound_Temple","Activator","Sound_Temple","EditorMarker.NIF","","Sound_MournTempleAm"
"Sound_Waterfall00","Activator","Sound_Waterfall00","EditorMarker.NIF","","Sound_Water_Spout"
"sprigganup","Activator","","spriggan_summon.NIF","","sprigganeffect"
"steam_bluegreen","Activator","","Steam_bluegreen.NIF","",""
"steam_lavariver","Activator","","steam_lavariver.NIF","",""
"steam_nchuleftingth_01","Activator","","x\Ex_volcano_steam.NIF","",""
"steam_nchuleftingth_02","Activator","","x\Ex_volcano_steam.NIF","",""
"talker_dae_azura","Activator","Azura Statue Talker","f\Furn_banner_hlaalu_01.nif","",""
"talker_dae_boethiah","Activator","Boethiah Statue Talker","f\Furn_banner_hlaalu_01.nif","",""
"talker_dae_boethiah2","Activator","Boethiah Statue Talker2","f\Furn_banner_hlaalu_01.nif","",""
"talker_dae_malacath","Activator","Malacath Statue Talker ","f\Furn_banner_hlaalu_01.nif","",""
"talker_dae_mehrunes","Activator","Mehrunes Dagon Statue Talker","f\Furn_banner_hlaalu_01.nif","",""
"talker_dae_mephala","Activator","Mephala Shrine Talker","f\Furn_banner_hlaalu_01.nif","",""
"talker_dae_molagbal","Activator","Molag Bal Statue Talker","f\Furn_banner_hlaalu_01.nif","",""
"talker_dae_molagbal2","Activator","Molag Bal Statue Talker","f\Furn_banner_hlaalu_01.nif","",""
"talker_dae_sheogorath","Activator","Sheorgorath Statue Talker","f\Furn_banner_hlaalu_01.nif","",""
"tavern sign","Activator","Imperial Tavern","x\Furn_sign_inn_01.NIF","","SignRotate"
"teleport_enabler","Activator","","box.nif","","enable_teleport"
"Terrain_ashmire_02","Activator","","x\Terrain_ashmire_01.nif","","Sound_mud_bubbles"
"Test_Sounds","Activator","I test Sounds","f\Furn_cistern_01.NIF","","SoundTest"
"Test_Stats","Activator","I setup your stats and stuff","f\Furn_cistern_01.NIF","","testPlayerStats"
"trapProjectile","Activator","","w\magic_target_dst.NIF","","trapProjScript"
"volcano_steam","Activator","","x\Ex_volcano_steam.NIF","","Sound_Steam"
"wildwerewolf","Activator","","were_morph.NIF","","sprigganeffect"
